AuthorId,AuthorName,AuthorSSN
9994,74,540-15-6261.22
6983,69,308-59-1713.36
8011,56,621-19-8771.67
210,93,316-94-7522.34
10761,63,636-82-6666.61
9920,67,258-72-7738.72
3389,92,363-88-5686.74
160,65,582-27-3769.41
1829,91,877-33-5495.28
8502,96,916-70-8260.34
6963,91,177-45-7268.79
4581,67,357-62-5889.85
10026,50,774-38-1354.48
7090,56,555-40-1784.85
9696,79,767-59-4821.83
2333,59,890-30-6211.09
4901,68,963-31-7557.84
9471,61,997-84-1697.86
8452,69,355-37-4355.29
3813,81,249-80-3928.48
8437,54,918-89-3208.44
5346,79,699-54-6363.4
6622,66,784-56-5393.09
3800,79,235-39-6238.01
3993,71,559-14-4737.79
8952,59,669-15-2467.4
4824,61,308-79-1803.31
7742,65,138-43-3055.65
1881,88,627-81-4885.92
5426,84,305-42-8131.88
9044,100,156-66-4405.97
5123,76,310-89-4961.86
5609,67,751-75-5867.01
2418,67,188-27-2801.54
4503,68,531-79-9837.87
8333,54,150-51-8426.52
2239,87,438-26-1284.4
353,73,940-81-2361.14
2233,56,235-92-7769.05
7608,80,423-19-7626.35
2988,77,423-23-6743.01
399,50,701-71-6689.47
3330,71,809-23-8770.19
10663,78,436-86-9776.7
2620,88,991-32-3067.04
6265,81,523-18-7039.03
11879,89,434-94-4833.42
6572,63,781-13-8493.92
294,56,520-37-5178.34
4720,62,572-52-2558.61
3348,70,531-65-3270.91
9747,73,616-49-5781.6
9449,63,503-48-6968.19
1511,83,827-35-3207.41
10845,77,321-14-8270.97
8645,93,307-59-3527.82
424,73,661-17-9802.82
9186,68,482-60-9997.94
7430,51,668-97-2113.44
7085,94,598-21-1950.67
8184,94,895-61-4244.32
10251,94,868-35-3102.03
9453,94,331-77-2539.58
10806,73,740-74-3914.52
6944,55,348-27-3027.61
9707,51,717-60-2859.75
1196,67,836-19-7718.23
5525,61,909-97-2308.38
122,53,325-34-9586.67
10246,64,654-45-7109.64
102,62,957-20-8055.44
213,58,613-71-6905.84
10588,76,378-15-9187.48
4792,81,520-30-6106.1
235,56,333-94-4388.42
458,81,544-11-3792.94
8547,53,884-12-4908.03
11312,61,207-58-1625.15
10870,93,150-49-1969.85
6528,95,206-94-2182.69
10768,88,772-66-8426.11
8823,84,860-22-3673.66
11582,81,160-73-1516.52
9943,88,375-31-3545.18
9123,54,654-63-5553.68
4302,60,891-18-3388.48
4883,98,379-69-5941.03
5146,97,585-27-5850.95
10425,89,672-68-1181.92
2585,71,162-34-7861.95
10761,100,572-15-5848.56
9751,61,180-51-1727.06
7596,80,758-83-8564.98
5546,95,295-61-2461.43
3530,77,286-80-2055.71
4419,73,655-84-2264.87
4996,71,894-21-7873.69
4609,92,895-82-8262.72
2135,64,930-53-1128.4
9794,73,666-87-3178.98
7386,59,656-28-4640.65
11544,63,425-40-1694.29
5441,80,797-37-4174.57
1284,82,592-21-5073.04
7682,53,600-23-3448.47
8913,80,181-93-3952.45
5524,82,572-81-4036.94
9572,90,236-79-1100.46
2081,50,559-45-4148.89
219,60,433-66-9223.78
11874,75,337-19-1523.59
8859,65,175-29-1074.16
10195,68,236-80-9863.8
10655,53,313-30-9186.41
11591,68,587-15-3098.1
3563,69,965-97-2700.69
2594,78,122-12-5619.94
11602,56,528-18-8275.11
9978,53,868-95-5296.53
2369,61,145-84-1440.63
7705,60,871-14-5888.96
11500,72,289-93-2826.45
459,68,770-10-2690.02
1758,55,405-23-6496.61
5292,93,929-25-6475.4
9769,76,256-73-8881.52
11905,67,297-69-7575.61
8983,68,925-59-4901
4331,60,660-20-1980.61
6275,92,880-94-7949.19
4641,53,154-52-8091.91
2890,82,992-44-1513.16
6751,86,874-74-8024.53
1793,86,379-84-3256.99
4341,92,188-37-8683.97
11201,65,145-91-3480.52
621,90,517-84-7495.32
6122,55,743-86-6861.57
2158,70,868-53-7763.25
5642,79,249-81-3485.06
4284,87,326-45-5558.77
9562,89,787-34-8611.66
3947,68,236-49-7726.36
3299,96,238-84-4782.36
9846,97,633-46-6381.06
795,68,345-12-7690.92
8912,58,343-69-4960.79
1695,86,735-28-9117.89
5972,71,206-29-1539.54
4441,79,989-51-9487.76
10132,80,976-74-9312.35
9802,98,364-25-4093.34
6241,66,277-13-5882.91
4946,85,576-36-2754.66
3386,69,786-29-6704.21
4276,90,396-58-7277.22
11964,74,900-74-1030.08
1262,54,550-21-1438.57
6401,75,897-49-2295.37
7661,87,815-79-6868.78
7935,51,690-37-2625.9
2019,62,739-17-7041.04
9768,76,652-96-8781.35
11464,97,575-27-5059.83
5218,72,633-84-3186.19
10479,83,104-64-1558.19
1318,92,889-93-5195.24
3030,68,864-85-3456.26
3452,94,242-51-4481.91
1299,77,854-67-8658.94
9974,54,222-62-9170.07
8126,89,444-42-3923.88
10219,85,756-83-2777.91
9311,85,807-35-3122.68
3084,93,492-39-3695.9
1760,71,936-29-8007.23
6131,54,794-50-2529.69
5766,54,863-15-6992.57
10642,82,863-20-3931.61
1251,76,946-41-5864.08
7425,58,588-50-4761.48
1012,70,291-33-4178.68
10312,52,245-33-6584.18
620,75,221-69-4134.92
7446,57,388-12-3411.14
4067,85,111-55-6993.85
1669,89,502-28-3661.64
4241,71,844-50-3538.51
3867,65,833-67-2958.89
6477,91,332-82-5334.17
3643,54,111-27-1748.57
8487,60,769-88-5271.71
9925,64,601-29-2087.75
10269,85,305-56-1683.19
9021,98,736-50-8129.51
11914,60,515-40-1792.59
7213,79,517-64-7276.8
3514,76,738-26-6146.26
8949,60,895-11-2032.9
165,74,775-23-2361.96
10662,65,100-23-5582.69
2749,82,211-57-2613.82
4555,54,885-70-5670.01
5056,89,660-61-8163.08
9315,80,692-41-1837.99
7029,88,249-31-5266.97
7740,64,653-51-8949.04
5627,97,524-85-2809.8
6751,58,680-16-5411.88
4586,57,449-97-6891.42
10436,60,159-72-7399.61
5644,89,275-78-2544.28
3734,67,849-75-6946.45
11839,67,403-30-3445.12
5076,84,180-24-5729.7
5737,64,620-28-1061.62
1860,81,627-43-6836.89
11612,80,154-49-4074.02
3279,53,366-30-4053.88
297,55,206-12-1863.75
9989,61,598-89-5541.59
1415,61,292-78-5954.58
586,63,183-60-7403.63
1945,75,121-58-2240.85
11376,88,293-38-2888.42
11392,92,183-10-8375.88
4579,79,745-71-8253.27
3039,53,867-37-6415.95
8037,65,912-47-1323.16
9689,84,585-92-9432.69
2598,84,375-67-3935.26
6209,83,534-75-3948.87
4718,59,669-25-7036.31
2166,54,250-30-5687.19
919,72,922-33-6176.89
726,58,230-78-1812.96
368,76,625-48-2233.76
10980,85,929-25-3674.88
5541,65,762-39-8634.27
2427,51,383-11-9302.4
9316,61,107-34-6129.17
2662,59,893-52-1179.62
140,56,462-48-3248.09
908,91,362-49-6354.32
3573,86,783-71-1105.8
6066,76,322-83-7237.84
5934,100,142-29-3790.76
10749,67,563-62-7669.33
9037,66,669-76-6501.92
3115,94,675-90-8900.26
4470,88,271-78-6074.78
9177,70,135-97-7501.57
1530,66,784-37-1642.24
5229,82,622-52-6529.72
9749,98,578-82-4971.47
7972,56,208-93-4330.46
5542,76,396-31-1805.36
2423,79,110-57-2412
8015,83,825-45-3389.57
11255,87,776-49-9336.02
2754,79,702-82-4169.26
2668,73,942-59-3947.3
6582,81,532-68-5181.8
4688,62,159-96-9522.52
11684,65,149-82-9387.22
2879,90,175-28-6378.52
9533,68,329-17-4562.23
696,53,587-82-2453.65
8739,62,469-25-7263.46
1747,55,578-95-9537.41
8487,63,306-92-7208.01
1945,98,169-14-6574.42
8251,55,664-86-7976.76
2650,51,609-84-9781.12
44,73,675-87-2487.76
6677,85,762-36-9836.33
7678,96,229-35-4156.65
1556,51,916-55-3382.91
8795,82,492-94-1418.16
11581,63,848-37-2941.67
2647,95,330-68-4909.6
7346,86,994-16-3551.16
7880,61,152-52-6404.84
5214,63,337-43-5863.06
11502,88,474-89-7834.04
5740,93,595-28-4368.99
8577,93,627-54-4468.35
6306,65,757-87-8774.58
4514,68,369-47-8194.46
4645,69,410-73-9783.52
9995,97,483-15-8146.97
7080,89,416-58-6034.74
9270,57,128-26-6985.94
932,79,663-83-2096.23
6311,53,278-88-3534.73
8215,68,180-16-1712.16
6156,57,630-85-1353.35
2329,86,724-57-5812.47
5216,77,512-88-1248.25
9628,81,541-31-3361.47
1442,70,424-26-1225.86
3046,79,851-25-3647.09
5434,95,469-92-7619.81
9215,94,808-61-3340.91
6965,94,173-89-5495.05
7239,70,359-80-6910.89
3650,83,613-86-3071.1
7575,51,206-91-6376.58
10446,68,155-49-8956.35
7769,85,146-75-2620.82
2993,88,725-91-3053.54
6014,54,783-67-4404.89
4081,65,571-92-8475.31
1497,93,763-96-1731.07
1869,64,537-16-5029.6
267,84,956-46-8129.31
1355,77,767-97-1543.22
6321,69,549-76-1598.06
9996,62,316-56-4207.63
1895,60,229-82-3736.74
437,51,152-92-7279.3
9066,65,587-50-4013.15
2532,57,243-76-4824.62
9893,72,592-94-2000.92
10180,71,629-37-9813.4
1260,78,432-42-7852.96
670,91,929-76-2916.94
10531,85,855-25-4386.37
9475,50,935-61-3438.94
991,58,973-57-8826.3
444,87,787-17-8167.57
8398,51,616-67-9471.2
4095,89,433-65-7346.76
384,63,598-88-6582.97
8352,75,965-10-6948.08
9938,79,471-29-1418.73
11755,50,182-97-2199.38
3830,97,636-36-7729.09
8228,89,844-15-8427.15
10425,67,861-91-4512.46
11725,51,459-82-6045.2
11004,73,876-39-7288.22
11790,63,741-93-7606.33
9588,57,404-48-2186.23
9393,56,370-89-7779.4
11155,56,399-81-1127.31
11117,85,919-23-3204.94
8319,92,957-52-5771.11
10718,91,734-17-5798.74
5436,58,917-36-9241.58
4139,53,670-87-6739.47
1464,75,464-53-6558.93
3761,72,304-47-3986.74
11393,69,217-50-3775.64
7158,54,454-95-8463.16
2414,71,638-36-3603.73
1401,51,264-74-6931.13
11618,89,456-47-1153.45
2710,78,969-14-3715.66
11397,59,688-32-3097.6
951,97,725-42-6226.78
8551,69,606-78-4044.14
6338,68,187-18-3951.59
6409,70,722-49-1681.77
5890,84,834-18-3808.49
4806,51,156-82-7838.43
11173,74,543-78-8469.25
3919,72,700-59-8862.57
7429,79,691-90-8850.71
7801,85,997-53-3149.87
10280,62,714-94-4459.08
6322,61,403-59-9858
2015,88,303-43-6173.73
3424,94,204-95-5627.68
10110,88,378-71-1722.1
574,58,870-19-7382.3
5568,86,384-35-4671.44
11601,92,789-56-4878.19
7380,68,577-81-8508.51
7555,94,572-10-9122.57
347,53,347-91-9582.51
9123,73,214-72-5011.14
7571,77,155-85-2013.82
1521,58,260-97-4457.56
5966,100,884-46-7012.61
8903,61,774-22-4273.58
10938,92,445-13-7644.65
10833,97,219-21-9380.17
6678,86,385-96-7393.63
1731,93,415-23-6336.61
950,94,497-89-3229.69
8928,99,263-45-4014.4
2214,75,467-71-3180.33
4075,64,326-83-8061.43
10973,78,923-32-3988.38
5402,81,663-67-1969.96
2552,63,533-29-2445.58
2796,78,865-82-9460.43
7880,71,395-15-6396.43
1502,70,703-14-3797.47
8719,90,558-91-5756.27
2262,92,720-20-3986.76
3248,64,443-72-3050.74
2038,66,918-56-5730.4
10034,61,131-50-7962.88
10084,73,182-61-8159.06
7957,62,241-72-5972.07
1672,57,415-30-2887.75
2042,70,721-36-3499.05
9836,78,318-40-2311.75
3698,56,286-53-8010.55
6787,72,514-33-8371.98
999,73,847-63-3755.13
6827,91,115-34-4231.98
2251,58,588-33-8236.36
2049,70,107-67-8861.59
11606,70,956-39-3317.35
10142,52,757-69-6096.52
1123,86,430-54-5339.28
1301,77,665-82-5790.18
942,86,760-86-1214.79
10518,72,423-61-4401.21
10090,66,861-21-8491.76
10118,81,511-15-7505.72
7216,74,311-93-9880.64
9957,61,322-55-1497.38
6967,67,131-87-2260.12
11734,59,231-71-4204.28
7427,68,226-85-4875.87
4443,73,212-80-6520.87
7426,85,861-46-1481.86
6029,56,700-56-9462.22
4472,89,279-52-5572.81
8228,70,482-56-8156.96
5311,69,831-38-2481.57
10157,80,983-76-2145.22
6606,95,707-36-5869.04
5290,78,167-61-5222.28
7796,78,211-80-4743.69
1720,72,358-60-5668.51
2486,66,129-14-1991.75
962,88,410-90-3691.43
7965,51,605-44-3249.78
5092,66,610-19-6430.43
224,71,733-52-2246.85
8287,50,601-26-6855.76
11145,91,387-55-9334.37
11036,87,119-51-9587.81
6071,78,261-62-6837.04
875,56,627-13-4263.84
7030,98,329-10-9878.09
6989,83,698-50-9987.52
2412,76,809-61-5361.5
4152,65,848-68-2083.77
7594,76,798-30-9905.87
3810,75,851-62-5061.69
1805,94,387-78-1501.79
10078,69,221-77-5840.59
3909,82,726-97-3929.48
4497,68,845-59-6640.08
6470,92,958-65-4182.07
11597,98,127-15-1425.88
1779,76,982-64-6372.47
9793,58,928-39-9337.37
240,77,505-13-8280.38
1941,97,170-72-9804.42
5083,62,441-22-9516.31
2717,56,501-55-8459.46
4666,70,190-57-5242.77
1935,56,893-26-7345.53
10187,91,549-28-1605.49
1151,64,784-50-8717.79
9437,75,345-34-1953.99
8569,82,604-96-7977.24
2562,58,162-75-4916.29
1256,74,911-43-7015.49
10097,76,922-71-5074.37
2985,59,904-68-9366.36
5155,64,348-38-8715.19
2667,63,821-44-9561.78
5623,82,949-15-3550.93
5451,85,682-89-7385.74
11711,87,279-63-1963.56
2073,71,237-47-1603.05
4864,70,638-66-2271.53
431,100,826-93-6335.08
3181,62,441-19-5897.44
3385,74,733-38-8791.02
5811,88,951-24-2660.67
1211,88,106-47-3341.29
1221,66,891-75-3159.44
9111,66,314-92-2889.83
9829,91,619-17-4640.86
8642,93,823-72-2137.37
4331,51,235-22-8973.41
5359,88,387-37-1425.98
8972,86,767-48-2682.48
9357,86,796-43-7676.52
8881,97,293-24-7727.6
11090,61,650-60-7183.52
3820,83,852-66-3585.8
9190,88,413-32-4714.8
7727,57,847-68-5689.18
4591,69,662-53-9959.37
8263,77,629-93-4176.43
11820,59,475-65-8164.43
1034,99,470-77-4219.55
6735,87,690-12-5188.46
11546,55,825-77-5278.04
7965,50,298-82-2235.56
794,92,981-56-7489.49
4712,53,312-66-8043.16
10763,60,232-40-7519.12
5486,85,917-59-8905.83
5121,93,333-71-2338.72
9761,60,905-16-5602.07
6829,91,173-16-7956.9
3865,53,325-73-1490
5297,73,739-68-9842.64
183,98,730-16-8080.79
1017,71,550-96-8162.18
11500,93,464-36-6482.56
2094,78,380-52-2376.67
3648,81,207-41-3941.29
3716,88,672-53-7577.73
4395,54,209-89-2925.58
6645,84,487-86-2270.23
4962,61,246-81-7098.92
10247,79,940-95-2955.56
1820,69,630-34-2331.56
8261,78,249-94-2914.46
3459,57,614-84-7154.55
10081,58,286-66-7994.61
4562,70,660-20-5597.94
8019,88,981-25-4384.88
3359,50,299-63-6741.37
7079,79,609-78-6036.01
8864,79,487-41-2683.47
2172,57,708-34-7936.47
3901,100,566-22-7745.98
11927,69,334-43-3341.75
6894,63,423-14-9635.36
409,76,355-17-9844.62
8860,79,429-56-6033.74
4030,56,877-75-9944.45
11903,97,509-96-8259.32
3393,63,972-53-3800.17
11056,68,962-49-1155.16
3451,51,965-53-3354.88
8950,87,361-73-9040.51
9346,65,203-62-3852.42
4592,79,917-65-3845.42
6650,95,723-57-2260.05
4256,79,296-43-3760.17
9127,75,421-89-7581.95
6902,79,901-74-8074.25
1641,82,542-45-2089.32
6026,56,831-35-6790.65
7238,74,158-17-2461.65
9680,73,541-57-9051.57
7818,76,260-75-6484.59
4068,54,177-14-1738.69
9898,61,561-47-9375.46
1914,100,131-65-2656.52
5985,51,609-97-9060.74
5240,79,367-57-9323.07
4116,74,491-96-2701.81
5680,98,548-18-7690.17
300,73,308-22-3597.6
9951,53,914-43-1813.35
9497,51,887-41-9197.09
1339,91,821-75-8933
7503,100,118-64-2661.39
1963,66,841-69-6768.34
3706,88,247-68-7832.57
9931,75,326-19-6793.75
1205,73,153-17-2060.34
5130,50,547-37-3429.7
3390,78,319-77-1521.03
5875,83,505-97-6106.34
2417,85,981-24-4730.63
839,87,393-62-7479.22
6705,65,412-34-1716.06
6930,65,696-82-3716.32
1313,87,295-92-8789.4
4732,58,269-24-2133.42
5847,53,381-17-1707.94
440,66,758-63-7078.83
6767,93,885-38-6797.65
10653,86,748-32-7018.39
11210,91,627-86-9346.1
6537,72,470-31-7021.69
7340,81,600-70-8988.69
6380,92,352-32-6682.69
2484,93,474-64-7235.18
8681,63,211-89-5034.9
2802,64,242-47-6850.55
8935,97,560-41-6678.76
4379,58,466-38-1369.15
4473,65,940-36-8138.07
3961,97,581-56-2330.66
4005,87,552-67-8993.55
6686,83,891-50-7837.79
5810,67,857-58-1926.51
6095,92,656-11-8283.83
9724,88,279-11-4801.77
9598,53,503-50-9506.7
4650,50,499-10-3719.21
4574,68,711-18-3227.99
9444,82,980-28-7226.01
2667,76,329-19-6724.26
191,73,770-57-5551.03
11584,72,542-95-2283.63
8862,83,768-81-5138.68
6319,55,674-28-5664.25
11324,87,885-32-9248.63
11235,69,873-14-7328.17
5302,72,939-66-4899.52
4213,99,512-85-8150.69
11936,57,128-84-8092.42
10972,72,321-51-7755.1
8592,56,765-57-5203.98
7074,88,234-43-7680.24
10578,80,525-10-7434.97
10237,52,445-84-8187.26
2479,91,101-97-8980.84
6918,91,959-90-4572.2
89,74,799-21-9426.9
7582,64,429-37-9494.51
11301,69,935-79-6294.69
10930,85,779-94-7416.42
8813,72,199-71-5005.13
3115,53,670-48-3220.15
1078,99,797-32-9525.84
7385,63,520-90-1519.73
3116,73,262-84-6282.23
2130,72,887-61-3145.54
11580,58,212-33-7001.82
5906,76,684-17-6149.3
5880,86,765-43-8679.28
586,78,906-92-6980.65
8210,66,950-65-1777.33
7375,72,542-46-3818.42
4877,81,234-69-6140.54
7788,82,978-62-7090.25
1192,67,319-90-9107.08
2793,92,384-40-7683.44
6094,80,326-50-1482.48
6061,55,917-87-5667.32
2005,99,148-55-7250.79
9852,71,715-73-1391.73
11756,69,132-45-9525.6
2658,52,401-73-3145.05
4986,95,504-67-9248.43
7209,89,993-19-1709
6677,80,430-49-4942.39
8445,97,179-92-2985.74
5633,98,289-65-6194.11
2451,69,364-55-5739.63
3961,89,630-22-5040.66
1329,85,718-90-5547.66
229,75,248-96-9560.57
1306,61,485-89-9149.48
1613,92,417-76-2301.39
11824,99,474-75-2770.26
8350,70,550-77-8875.35
9493,66,196-94-9834.21
11560,56,145-95-4174.18
3982,54,583-82-5224.64
7705,72,601-67-8394.61
10262,84,219-50-7794.79
9992,91,787-45-4859.85
2704,93,284-94-6490.72
4075,81,345-39-6615.49
4237,53,666-80-1308.92
1510,57,926-45-5079.15
6925,82,611-92-3465.91
10770,74,718-82-3993.19
1973,83,735-25-6493.59
10322,60,208-29-4365.28
2574,84,115-31-5485.03
11383,82,188-78-6740.52
1211,82,379-25-9858.43
11217,81,440-29-9848.93
7458,88,157-77-4345.18
2353,83,874-54-6395.32
3116,99,454-28-1684.46
8026,83,126-11-7381.19
8036,65,279-30-6164.41
11022,69,468-89-9501
2076,60,548-78-5622
2276,71,646-10-9850.43
4482,52,987-53-1389.89
7525,74,116-49-5373.95
8947,59,480-38-1628.83
199,58,943-68-5686.04
471,63,116-23-3395.86
5796,92,266-39-7111.39
10305,68,135-62-8041.44
8446,77,526-63-4290.83
4334,99,266-88-7381.42
5441,58,437-13-5496.18
11553,93,744-50-6435.69
6295,75,139-17-3230.91
3464,93,909-40-1304.15
1167,51,380-15-7491.75
1368,93,471-57-9495.69
886,80,685-66-1789
7697,58,801-72-3468.2
1052,56,313-73-6369.2
4935,58,758-89-9236.07
9307,55,458-18-4920.28
7234,59,299-42-4821.14
7951,95,291-17-8593.99
1055,57,898-23-9953.63
879,83,707-41-1821.82
5709,79,695-68-7896.21
7700,76,890-20-6983.23
543,89,921-22-2417.66
1115,84,215-47-1368.64
3968,58,255-18-2177.4
7043,94,122-90-4590.53
2144,99,386-78-7911.03
11267,86,418-13-8489
100,88,583-91-2948.52
4827,59,909-22-8789.34
6937,74,670-95-1633.38
10900,51,539-13-2509.49
3799,80,878-40-2060
6554,77,495-93-1860.42
6953,99,827-52-9796.59
2350,87,409-71-9632.23
11040,70,525-23-6180.24
296,60,605-20-4721.59
6044,82,213-61-8716.42
4946,61,729-13-3634.56
10794,96,701-44-4174.69
2943,90,179-35-1477.76
4297,72,776-69-2403.28
3147,99,720-36-2282.78
10999,73,868-58-4794.99
2709,59,490-85-4136.74
9475,67,542-41-6565.61
5257,62,412-67-2338.3
9820,58,364-63-3252.92
3746,50,251-14-7326.95
11586,69,773-54-7759.03
239,76,178-14-8262.89
5889,90,109-12-2197.27
2087,83,542-35-2620.25
9264,52,186-47-4323.57
5196,80,343-84-3479.49
8042,81,598-21-7053.67
10748,85,487-92-5769.27
2828,76,244-60-9793.11
3741,52,708-38-9109.53
7698,81,349-80-3252.61
10471,97,723-88-7596.4
7886,70,736-85-2209.56
1512,61,202-63-2636.27
10957,95,537-92-2423.38
8030,66,719-10-6103.25
3755,58,854-57-9429.6
3226,81,606-75-6479.38
7595,99,969-52-7624.35
10724,97,940-92-6335.91
125,67,816-28-5417.09
4271,89,672-74-9653.13
8900,77,508-59-7428.12
11015,78,183-16-1913.1
3823,55,451-23-8487.87
2363,51,511-45-2029.5
11275,54,765-12-4762.72
2365,61,716-24-8503.76
9354,62,252-46-2044.49
8745,70,140-69-6431.74
4188,98,314-18-3995.6
2183,53,913-45-9814.2
10738,66,250-77-8367.63
9093,60,685-12-7889.56
668,80,279-92-9107.18
9807,92,427-96-5745.56
6929,81,237-71-2135.18
1252,84,122-29-9100.55
964,69,108-11-5780.97
10325,58,733-88-2531.73
2688,76,208-96-5321.55
4514,69,721-66-7912.36
1033,58,680-56-8994.77
5220,93,945-39-1387.92
9919,73,806-77-6729.69
6164,65,534-64-1066.1
6744,69,817-59-4336.63
8570,97,458-82-7512.33
6818,89,221-48-5709.26
4869,52,899-54-9055.2
10606,89,592-75-7550.2
9474,92,697-76-7576.47
2231,87,518-12-5950.71
1791,59,580-78-8004.97
3192,83,595-37-6471.72
7836,57,897-35-5960.34
10935,74,730-68-1437.51
10428,80,918-55-7366.45
4718,91,819-45-7264.55
11685,79,963-11-9943.6
2,58,900-74-2437.29
3267,77,784-45-7181.12
5239,66,611-38-6101.98
6724,84,110-81-9784.02
10640,85,686-45-7563.09
8117,55,605-16-5556.11
5265,70,484-37-8488.98
10725,66,391-45-8509.27
9107,71,975-63-6482.84
8665,89,194-80-4591.16
10916,56,919-57-3872.43
8659,51,783-92-2810.82
11309,82,151-68-3219.68
6154,91,145-69-1210.41
8161,79,876-67-7470.67
2374,65,698-97-7572.7
11142,51,136-61-7324.68
8577,99,212-81-1137.32
4130,84,223-62-3409.15
4709,91,987-30-1438.82
638,72,183-13-8971.7
4447,77,280-35-9026.99
11895,83,665-30-5896.7
6408,73,226-55-2907.01
6249,85,191-57-1998.09
4493,98,689-33-6268.72
1839,74,169-26-8726.37
6383,85,947-88-1905.29
4043,74,235-49-9710.1
1097,98,697-20-4775.58
8734,77,783-16-9644.92
481,58,262-62-4468.14
398,98,171-53-8821.66
7965,70,789-89-2333.58
3988,80,179-76-8592.84
3873,58,226-36-5278.48
2201,83,302-87-9860.38
8617,65,709-70-5253.18
9973,91,598-37-8203.73
10991,67,272-55-6154.29
135,84,335-19-3456.1
6086,76,120-70-6275.8
5397,96,247-74-2836.12
9170,55,948-95-3921.76
10544,83,907-70-6906.64
7769,74,784-22-1634.79
628,72,668-50-7723.62
4793,82,729-81-6863.19
2489,53,281-69-7954.49
8409,81,860-74-3722.36
4732,77,883-54-6786.65
2245,62,612-56-6804.94
9316,83,197-13-1318.13
8397,88,700-72-2935.87
1327,99,332-30-8746.61
2376,81,280-49-4155.49
5912,89,326-59-8444.56
9358,63,957-51-6780.78
7992,92,765-58-3794.86
9871,73,596-18-1549.75
10578,63,766-51-2500.03
9541,63,949-27-1603.59
4702,58,454-71-6044.33
2485,72,762-18-3697.97
10161,81,725-14-2535.1
2497,98,202-41-2242.76
6054,77,815-66-6638.67
3484,100,335-77-9349.62
10379,53,629-59-4631.26
3464,69,818-38-7015.95
8227,78,987-40-8142.63
3138,63,182-33-1421.61
2464,71,966-79-8931.32
6801,66,884-65-8177.8
3988,74,190-49-7068.3
11502,82,627-53-7169.89
233,99,779-66-9512.12
7970,57,397-39-1982.52
1337,60,963-27-3897.31
1424,56,249-26-6415.09
6497,54,951-94-1310.8
2975,68,270-38-9570.79
10475,93,889-65-3489.5
8487,69,855-60-8966.23
6682,95,388-77-2833.8
2152,69,186-94-9940.16
494,67,751-22-8179.67
8141,73,633-59-8047.49
11223,87,291-97-4811.38
4254,74,479-10-6576.95
420,50,629-10-2106.51
8805,65,481-81-8398.03
7886,85,822-84-4035.13
5448,76,390-25-9603.03
288,99,710-81-3896.38
6620,88,410-40-2340.42
5752,62,661-60-7470.5
10118,58,939-49-8173.65
9620,57,920-20-9137.69
3742,77,726-11-5163.39
11,80,711-13-5617.14
169,62,873-76-5358.47
4559,86,188-78-1108.39
4552,77,755-38-2136.13
902,77,723-24-6129.87
6902,54,354-41-7869.39
2365,67,131-96-6432.06
8912,83,404-49-3877.5
4887,85,135-66-4451.39
6482,99,161-60-5326.14
11923,94,398-55-8098.57
6929,86,436-95-9445.16
6513,73,142-71-3509.72
7266,85,816-31-4187.96
2303,50,298-73-5869.9
6616,80,312-21-3956.63
5061,62,169-87-2327.74
6403,89,653-95-1864.48
7797,79,270-78-2616.01
11195,92,440-66-9467.82
59,51,844-71-4128.46
2956,95,306-58-8875.46
11288,66,192-40-6780.31
2247,87,519-64-9521.18
8925,63,965-43-3939.36
505,53,834-70-7192.98
7460,78,146-34-3646.54
2309,65,964-21-2586.61
2340,96,917-52-5202.64
11483,82,883-80-6736.58
696,69,106-81-7807.66
915,64,972-54-4853.93
5564,57,414-37-3787.66
2289,85,347-95-6270.81
7109,100,876-29-9907.52
5503,93,309-76-7956.38
8842,55,815-27-6434.96
10984,74,901-56-2431.43
6642,86,548-20-6371.01
11166,72,743-84-5491.19
1089,53,725-96-6741.37
6834,61,205-42-5933.4
3885,71,486-12-4498.76
9552,89,853-69-8593.95
5697,73,799-47-7077.59
3513,99,632-61-2505.12
2196,100,533-97-5668.77
1032,57,484-37-4040.49
4814,94,265-28-9735.44
10930,63,202-41-5626.18
50,50,384-58-4317.77
9160,87,452-92-2841.19
6378,77,278-75-1961.78
8210,80,185-32-7635.51
11117,93,321-18-8583.16
442,67,879-71-2209.08
2719,87,461-43-9425.73
4230,98,461-60-4415.46
4400,100,313-93-5895.85
9386,75,647-93-2194.68
4602,60,738-68-4244.77
8349,96,332-91-6771.56
9306,74,995-63-3865.09
8960,90,348-97-4294.71
3927,69,856-91-5070.78
7225,70,749-68-8971.55
4148,83,242-33-7883.53
7600,60,444-75-4114.35
9259,91,258-15-2841.63
7762,58,179-90-9200.71
7925,54,718-66-8503.62
504,80,334-59-5985.11
5524,58,331-64-7030.36
10371,58,745-30-8983.98
9060,74,758-85-2637.22
4129,62,810-25-1933.16
383,91,771-45-2484.57
8708,70,761-62-8236.14
11166,84,172-10-3580.44
11953,61,252-53-9213.86
5046,70,332-74-3072.34
3491,71,724-16-3527.14
9503,84,452-66-4297.19
9677,84,163-36-6116.58
4534,57,798-79-8905.89
8294,56,742-61-5624.17
1858,66,758-13-7257.42
11631,87,896-35-6218.93
2722,77,289-68-9882.11
679,64,182-43-8622.73
9460,64,718-19-8900.56
5231,79,985-85-6235.25
4500,88,825-88-4267.96
3383,75,514-33-8647.08
1069,64,471-12-6337.3
10914,92,639-38-5533.68
5422,57,943-45-7239.6
9805,59,489-65-5267.1
6239,93,183-65-9058.79
8379,52,267-67-1807.55
